LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	No
X_Columns	No
Time_Pref	Relative
Operator	studentx
Description	Average of 811 autocorrelation functions (449s, 405500 photons). 100 bins with tau minimum=1.000000E-5 and tau maximum=0.100000. Final photodiode reading: -2.442395V. \0A\0AData columns formatted as 'Centred bin values' : 'Correlation value' : 'Standard Error'
Date	1903/12/31
Time	16:00:00
***End_of_Header***	
	
Channels	3			
Samples	100	100	100	
Date	1903/12/31	1903/12/31	1903/12/31	
Time	16:00:00	16:00:00	16:00:00	
X_Dimension	Time	Time	Time	
X0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	
Delta_X	1.000000	1.000000	1.000000	
***End_of_Header***				
X_Value	Untitled	Untitled 1	Untitled 2	Comment
	1.047500E-5	0.928128	0.077749
	1.147500E-5	1.001876	0.077379
	1.257500E-5	1.042622	0.078916
	1.377500E-5	0.816072	0.063126
	1.508750E-5	1.013394	0.063386
	1.652500E-5	1.217378	0.063224
	1.811250E-5	1.076203	0.058224
	1.983750E-5	1.211424	0.058727
	2.172500E-5	1.181794	0.053522
	2.380000E-5	1.225427	0.050176
	2.607500E-5	0.991886	0.049921
	2.856250E-5	0.984487	0.048807
	3.130000E-5	0.835480	0.042052
	3.428750E-5	0.840010	0.043481
	3.756250E-5	1.075314	0.043138
	4.115000E-5	1.150833	0.038843
	4.507500E-5	1.138713	0.036718
	4.937500E-5	0.890739	0.034125
	5.408750E-5	0.735682	0.032100
	5.925000E-5	0.939216	0.032485
	6.491250E-5	1.022556	0.031770
	7.111250E-5	0.809532	0.028987
	7.790000E-5	0.735043	0.025443
	8.533750E-5	0.956052	0.028174
	9.348750E-5	0.727226	0.024315
	0.000102	0.758437	0.022156
	0.000112	0.700132	0.022406
	0.000123	0.645984	0.020607
	0.000135	0.554091	0.018936
	0.000147	0.523068	0.018267
	0.000162	0.358788	0.017294
	0.000177	0.376157	0.015420
	0.000194	0.295127	0.014655
	0.000212	0.194803	0.013321
	0.000233	0.073405	0.011983
	0.000255	-0.045058	0.010660
	0.000279	-0.166245	0.009567
	0.000306	-0.289553	0.008515
	0.000335	-0.432676	0.007442
	0.000367	-0.608658	0.005894
	0.000402	-0.746245	0.004491
	0.000441	-0.881359	0.003008
	0.000483	-0.946258	0.002051
	0.000529	-0.933313	0.002172
	0.000579	-0.816302	0.003365
	0.000634	-0.598021	0.004609
	0.000695	-0.297958	0.005767
	0.000761	0.030659	0.006366
	0.000834	0.411370	0.007232
	0.000914	0.793586	0.007721
	0.001001	1.014189	0.007918
	0.001097	0.749502	0.007295
	0.001201	0.236263	0.005675
	0.001316	-0.336861	0.004068
	0.001442	-0.854742	0.001948
	0.001579	-0.789166	0.002158
	0.001730	-0.114522	0.004221
	0.001895	0.688519	0.005158
	0.002076	0.802625	0.005309
	0.002275	-0.144528	0.003588
	0.002492	-0.864003	0.001565
	0.002730	-0.114366	0.003267
	0.002990	0.851418	0.004638
	0.003276	-0.141544	0.002888
	0.003588	-0.659132	0.001999
	0.003931	0.688882	0.003987
	0.004306	-0.260765	0.002313
	0.004718	-0.150592	0.002483
	0.005168	0.321203	0.002835
	0.005661	-0.316142	0.001967
	0.006202	0.160962	0.002367
	0.006794	0.132990	0.002257
	0.007443	-0.354337	0.001839
	0.008153	0.161816	0.002204
	0.008932	0.176052	0.002005
	0.009785	0.019925	0.001760
	0.010719	-0.006352	0.001760
	0.011742	-3.177259E-5	0.001652
	0.012864	-0.084724	0.001495
	0.014092	-0.152805	0.001414
	0.015437	0.183327	0.001627
	0.016911	-0.164960	0.001277
	0.018526	0.142656	0.001397
	0.020295	0.016384	0.001294
	0.022232	-0.002888	0.001246
	0.024355	-0.055937	0.001087
	0.026680	-0.055875	0.001127
	0.029228	0.011912	0.001088
	0.032019	0.021388	0.001052
	0.035076	-0.053234	0.000994
	0.038425	0.071850	0.001103
	0.042093	-0.036040	0.000921
	0.046112	0.027595	0.000924
	0.050515	-0.064306	0.000900
	0.055338	-0.000704	0.000830
	0.060622	0.035002	0.000869
	0.066410	-0.009716	0.000820
	0.072751	-0.002267	0.000778
	0.079697	0.006928	0.000755
	0.087306	-0.001051	0.000741
