LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	No
X_Columns	No
Time_Pref	Relative
Operator	studentx
Description	Average of 613 autocorrelation functions (155s, 306500 photons). 100 bins with tau minimum=1.000000E-5 and tau maximum=0.100000. Final photodiode reading: 10.719109V. \0A\0AData columns formatted as 'Centred bin values' : 'Correlation value' : 'Standard Error'
Date	2022/03/24
Time	14:26:24.9510817527770996094
***End_of_Header***	
	
Channels	3			
Samples	100	100	100	
Date	2022/03/24	2022/03/24	2022/03/24	
Time	14:26:24.9510817527770996094	14:26:24.9510817527770996094	14:26:24.9510817527770996094	
X_Dimension	Time	Time	Time	
X0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	
Delta_X	1.000000	1.000000	1.000000	
***End_of_Header***				
X_Value	Untitled	Untitled 1	Untitled 2	Comment
	1.047500E-5	0.045745	0.044388
	1.147500E-5	-0.015676	0.038973
	1.257500E-5	0.028039	0.037267
	1.377500E-5	0.066143	0.036861
	1.508750E-5	0.039743	0.034455
	1.652500E-5	-0.023260	0.032725
	1.811250E-5	-0.041174	0.032424
	1.983750E-5	-0.027729	0.030885
	2.172500E-5	0.005959	0.030268
	2.380000E-5	0.011375	0.029907
	2.607500E-5	-0.024101	0.025474
	2.856250E-5	-0.038095	0.025900
	3.130000E-5	0.020098	0.024055
	3.428750E-5	-0.005037	0.024593
	3.756250E-5	-0.004517	0.021355
	4.115000E-5	0.001624	0.021279
	4.507500E-5	-0.046078	0.018200
	4.937500E-5	0.021451	0.019481
	5.408750E-5	-0.008197	0.018703
	5.925000E-5	0.000752	0.017204
	6.491250E-5	-0.029903	0.017548
	7.111250E-5	-0.018966	0.015554
	7.790000E-5	0.026330	0.015238
	8.533750E-5	-0.013356	0.015048
	9.348750E-5	0.025162	0.012804
	0.000102	-0.018780	0.013895
	0.000112	-0.009040	0.013108
	0.000123	0.002162	0.012277
	0.000135	-0.009945	0.012027
	0.000147	-0.021574	0.011203
	0.000162	-0.004211	0.011097
	0.000177	-0.010582	0.010579
	0.000194	-0.006342	0.010221
	0.000212	-0.011175	0.009240
	0.000233	-0.010564	0.009046
	0.000255	-0.009447	0.008607
	0.000279	0.003144	0.008602
	0.000306	-0.003849	0.008103
	0.000335	-0.006626	0.007095
	0.000367	-0.007240	0.007242
	0.000402	0.002805	0.006878
	0.000441	-0.007550	0.006194
	0.000483	-0.007961	0.006271
	0.000529	0.004008	0.005741
	0.000579	-0.004313	0.005632
	0.000634	0.005013	0.005409
	0.000695	0.000532	0.004929
	0.000761	-0.004016	0.005120
	0.000834	-0.009979	0.004788
	0.000914	-0.000250	0.004389
	0.001001	-0.005411	0.004121
	0.001097	-0.006483	0.004268
	0.001201	-0.002487	0.004240
	0.001316	-0.002054	0.003690
	0.001442	0.000633	0.003561
	0.001579	-0.004939	0.003463
	0.001730	-0.005754	0.003281
	0.001895	-0.005806	0.003296
	0.002076	-0.005452	0.003085
	0.002275	-6.976957E-5	0.002871
	0.002492	-0.005697	0.002774
	0.002730	-0.002238	0.002641
	0.002990	-0.002174	0.002605
	0.003276	-0.003428	0.002267
	0.003588	-0.004442	0.002236
	0.003931	-0.002975	0.002150
	0.004306	-0.004719	0.002107
	0.004718	-0.003844	0.002100
	0.005168	-0.005900	0.001790
	0.005661	-0.001066	0.001870
	0.006202	-0.007352	0.001704
	0.006794	-0.003783	0.001619
	0.007443	-0.004738	0.001542
	0.008153	-0.005160	0.001473
	0.008932	-0.003223	0.001495
	0.009785	-0.001859	0.001400
	0.010719	-0.005708	0.001373
	0.011742	-0.004671	0.001240
	0.012864	-0.003438	0.001266
	0.014092	-0.004986	0.001181
	0.015437	-0.003409	0.001074
	0.016911	-0.005243	0.001076
	0.018526	-0.004536	0.001030
	0.020295	-0.003691	0.001004
	0.022232	-0.005382	0.000976
	0.024355	-0.006113	0.000944
	0.026680	-0.003530	0.000846
	0.029228	-0.003642	0.000852
	0.032019	-0.004171	0.000828
	0.035076	-0.003382	0.000821
	0.038425	-0.003823	0.000749
	0.042093	-0.003038	0.000741
	0.046112	-0.004490	0.000754
	0.050515	-0.005647	0.000705
	0.055338	-0.004422	0.000741
	0.060622	-0.004602	0.000700
	0.066410	-0.004454	0.000688
	0.072751	-0.003932	0.000669
	0.079697	-0.004340	0.000718
	0.087306	-0.004862	0.000713
